ProductCategoryID,ProductCategoryCode,ParentProductCategoryCode,ProductCategoryName
20075,10301012,10301000,Equalizers
20076,10301015,10301000,A/V Surround Amplifier
20077,10301020,10301000,Pre Amp
20078,10301025,10301000,Amplifier
21593,10301027,10301000,Netzwerk-Audio Player
20079,10301030,10301000,Tuner
20080,10301032,10301000,DSR-Tuner
20081,10301033,10301000,ADR-Tuner
20082,10301035,10301000,Receiver
20083,10301038,10301000,CD-Receiver
20084,10301039,10301000,CD-Vollverstärker
20085,10301040,10301000,A/V Receivers
20086,10301041,10301000, AV Amplifier/Receiver 
20087,10301042,10301000,CD-Klang-Effekt Receiver
21170,10301043,10301000,DVD A/V Surround Receiver
21489,10301044,10301000,Blu-ray-Klang-Effekt Receiver
20088,10301045,10301000,Tapedecks
20089,10301050,10301000,Double Tapedecks
20090,10301052,10301000,Tape changers
20091,10301055,10301000,CD Players
20092,10301060,10301000,CD Changers
20093,10301061,10301000,CD Recorders
20094,10301062,10301000,CD/Tape Combinations
20095,10301063,10301000,CD/MD Combination
20096,10301064,10301000,CD-/MD Receivers
20097,10301065,10301000,DAT Recorders
20098,10301070,10301000,MD Recorders
20099,10301072,10301000,Double MD Recorders
20100,10301075,10301000,DCC Recorders
20101,10301080,10301000,Turntables
20102,10301090,10301000,Other HiFi Units
20103,10302000,10300000,Loudspeakers
20104,10302010,10302000,Stereo Loudspeakers (passive)
20105,10302020,10302000,Stereo Loudspeakers (active)
20106,10302030,10302000,Stereo Subwoofersystems (passive)
20107,10302035,10302000,Stereo Subwoofersystems (active)
20108,10302040,10302000,A/V Loudspeakers (passive)
20109,10302045,10302000,A/V Loudspeakers (active)
21618,10302047,10302000,Soundbars/TV-Soundsysteme
21227,10302050,10302000,Subwoofer (passive)
21228,10302055,10302000,Subwoofer (active)
