ProductCategoryID,ProductCategoryCode,ParentProductCategoryCode,ProductCategoryName
20110,10302070,10302000,Multimedia Loudspeakers (passive)
20111,10302080,10302000,Multimedia Loudspeakers (active)
20112,10305000,10300000,HiFi / AV Systems
20113,10305010,10305000,Micro systems
20114,10305020,10305000,Mini systems
20115,10305030,10305000,Midi systems
20116,10305040,10305000,HiFi systems
21229,10305050,10305000,Home cinema
20117,10305090,10305000,Portable Audio-systems
20118,10309000,10300000,Headphones / Micrphone / Others
20119,10309010,10309000,Wired Headphones
20120,10309020,10309000,Wireless Headphones
20121,10309025,10309000,Headsets
20123,10309040,10309000,Mikrofone
20124,10309050,10309000,Mixers
20125,10309060,10309000,Audio-Umschalter/ Verteiler
20126,10400000,10000000,Portable Audio/Video
20143,10400700,10400000,MP3 / CD / DVD / Mediaplayer
21171,10400705,10400700,MP3 / Multimedia Players
21366,10400708,10400700,Soundstations
20144,10400710,10400700,CD-Player
20145,10400715,10400700,CD-Player with Radio
20156,10400718,10400700,DVD-Player
20146,10400720,10400700,MD-Player
20147,10400723,10400700,MD-Player with Radio
20148,10400725,10400700,MD-Recorder
20149,10400730,10400700,DAT-Player
20150,10400735,10400700,DAT-Recorder
20151,10400740,10400700,DCC-Player
20152,10400745,10400700,DCC-Recorder
20153,10400750,10400700,NT-Recorder
21207,10400765,10400700,SD-Player
20154,10400770,10400700,Mini-DV-Rekorder
20155,10400780,10400700,VCD-Player
20127,10401000,10400000,Portable Cassette player with earphones
20128,10401010,10401000,Portable Cassette player with earphones
20129,10401015,10401000,Portable Cassetterecorder with earphones
20130,10401020,10401000,Port. Cassette player with Radio + earphones
20131,10401025,10401000,Portable Radio Cassette with earphones
20132,10401200,10400000,Portable Cassette (with speaker)
20133,10401210,10401200,Portable Cassette player with speaker
20134,10401215,10401200,Portable Cassetterecorder with speaker
20135,10401220,10401200,Port. Cassette player with Radio + speaker
20136,10401225,10401200,Portable Radio Cassette with speaker
20137,10401500,10400000,Voice Recorders
20138,10401510,10401500,Portable Voice Recorders (cassette)
20139,10401520,10401500,Voice Recorders (cassette)
20140,10401530,10401500,Portable Voice Recorders (microcassette)
20141,10401540,10401500,Voice Recorders (microcassette)
20142,10401550,10401500,Digital Voice Recorders
20157,10403000,10400000,Radio Cassettes
20158,10403010,10403000,Radio Cassettes (mono)
20159,10403015,10403000,Radio Cassettes with 1 Deck (stereo)
20160,10403016,10403000,Radio Cassettes with 2 Decks (stereo)
20161,10403020,10403000,CD/ Radio Cassettes with 1 Deck
20162,10403025,10403000,CD/ Radio Cassettes with 2 Decks
20163,10403030,10403000,MD/ Radio Cassettes
20164,10403035,10403000,MD/ Radio Cassettes with 1 Deck
20165,10403040,10403000,MD/CD Radio Cassettes with 1 Decks
20166,10403045,10403000,Radio Recorders with CD + MD
20167,10405000,10400000,Radio
20168,10405010,10405000,Worldreceivers
20169,10405015,10405000,Worldreceivers with cassette player
20170,10405020,10405000,Portable Radios with earphones
20171,10405025,10405000,Portable Radios with speaker
20172,10405030,10405000,Portable Radios
21009,10405035,10405000,Radios with CD player
20173,10405040,10405000,Home Radios
21367,10405045,10405000,Internetradios
20174,10405050,10405000,Clockradios
20175,10405055,10405000,Clockradios with cassette player
20176,10405060,10405000,Clockradios wih CD player
20177,10600000,10000000,Satellite Equipment
20178,10601000,10600000,Satellite systems
20179,10601005,10601000,Satellite systems
21259,10601500,10600000,Receiver
20182,10601505,10601500,SAT-Receiver (analogue)
20183,10601510,10601500,DVB-S Receiver
21242,10601520,10601500,"DVB-T Receiver "
21241,10601530,10601500,"DVB-C Receiver "
20184,10601550,10601500,Multireceiver
20180,10602000,10600000,Satellite components
20185,10602015,10602000,Satellite Dishes
20186,10602020,10602000,Satellite Positioning
20187,10602025,10602000,Switch Matrix
20188,10602030,10602000,LNCs
20189,10602040,10602000,AV Signal Conversion
20190,10603000,10600000,Terrestrial Antennas
20191,10603010,10603000,Room Antennas
20192,10603020,10603000,Terrestrial Roof Antennas
21155,10608000,10600000,Signalmeters
21156,10608020,10608000,Antenna-Signalmeters
21157,10608040,10608000,Satellite-Signalmeters
20200,10700000,10000000,Aufnahme- / Speichermedien
20201,10701000,10700000,Audio-Kassetten
20202,10701005,10701000,Audio-Kompact-Kassetten
20203,10701010,10701000,Audio-Mini-Kassetten
20204,10701015,10701000,Audio-Micro-Kassetten
20205,10702000,10700000,digitale Speichermedien
20206,10702010,10702000,DCC-Kassetten
20207,10702015,10702000,DAT-Kassetten
20208,10702020,10702000,Mini-Discs
20209,10702030,10702000,NT-Kassetten
20210,10702040,10702000,Mini-Digital-Video-Kassetten
20211,10702050,10702000,Standard-Digital-Video-Kassetten
20212,10702060,10702000,CD-R/ CD-RW
21364,10702065,10702000,Blu-ray Discs
21365,10702070,10702000,DVD-R /DVD-RW
21595,10702075,10702000,SD Speicherkarten
21596,10702077,10702000,microSD Speicherkarten
21597,10702080,10702000,CF Speicherkarten
21598,10702085,10702000,XQD Speicherkarten
21599,10702090,10702000,Memory Sticks
21600,10702093,10702000,CFast Speicherkarten
21601,10702095,10702000,sonstige Speicherkarten
20213,10703000,10700000,Video-Kassetten
20214,10703005,10703000,VHS-Kassetten
20215,10703010,10703000,S-VHS-Kassetten
20216,10703015,10703000,VHS-C-Kassetten
20217,10703020,10703000,S-VHS-C-Kassetten
20218,10703025,10703000,Video-8 Kassetten
20219,10703030,10703000,Hi 8 Video-Kassetten
20220,10703035,10703000,Video-2000 Kassetten
20221,10704000,10700000,Audio-Reinigungs-Kassetten
20222,10704010,10704000,Naßreinigungs-Kassetten
20223,10704020,10704000,Trockenreinigungs-Kassetten
20224,10705000,10700000,Video-Reinigungs-Kassetten
20225,10705010,10705000,VHS-Naßreinigungs-Kassetten
20226,10705015,10705000,VHS-Trockenreinigungs-Kassetten
20227,10705020,10705000,VHS-C-Naßreinigungs-Kassetten
20228,10705025,10705000,VHS-C-Trockenreinigungs-Kassetten
20229,10705030,10705000,8 mm-Naßreinigungs-Kassetten
20230,10705035,10705000,8 mm-Trockenreinigungs-Kassetten
20231,10705040,10705000,Digital-Video-Reinigungskassette
20232,10705045,10705000,Video-Reinigungs-Set´s
20233,10706000,10700000,Reinigungs-CDs/ MDs
20234,10706010,10706000,Reinigungs-CDs/ MDs für Geräte
20235,10706020,10706000,Reinigungs-Sets für CDs
21700,10800000,10000000,Virtual-/Augmented-Reality
21701,10805000,10800000,Virtual-/Augmented-Reality
21702,10805040,10805000,Brille
21703,10805090,10805000,sonstiges Virtual-/Augmented-Reality Produkt
20236,10900000,10000000,Zubehör Unterhaltungselektronik
20237,10901000,10900000,TV-Zubehör
20238,10901002,10901000,TV-Nachrüstsätze
20239,10901005,10901000,TV-Dekoder
20240,10901010,10901000,TV- / Universal-Fernbedienungen
20241,10901020,10901000,Zubehör tragbare LCD-TVs
20242,10901030,10901000,Projektoren-Zubehör
20243,10901090,10901000,Sonstiges TV-Zubehör
20244,10901500,10900000,Foto / Video-Zubehör
20245,10901502,10901500,Video-Nachrüstsätze
20246,10901505,10901500,Linsen/Objektive
20247,10901510,10901500,Filter
20248,10901515,10901500,Beleuchtung
20249,10901520,10901500,Stative
20250,10901525,10901500,Video-Taschen/Koffer
20251,10901530,10901500,Video-Lade/Netzadapter
20252,10901535,10901500,Video-Akkus
20254,10901542,10901500,A/V-Umschalter/Verteiler
20255,10901545,10901500,Video-Fernbedienungen
20256,10901550,10901500,Video-Mikrofone
20257,10901555,10901500,Gehäuse
20258,10901560,10901500,CDI-Zubehör
20259,10901570,10901500,Projektionswände
20260,10901580,10901500,Video-Kassetten Aufbewahrung
20261,10901590,10901500,Sonstiges Video-Zubehör
20262,10902000,10900000,Audio-Zubehör
20263,10902010,10902000,Audio-Fernbedienungen
20264,10902030,10902000,Phono-Zubehör
20265,10902040,10902000,Lautsprecher  Zubehör
20266,10902050,10902000,Kopfhörer Zubehör
20267,10902060,10902000,Mikrofon Zubehör
20268,10902080,10902000,Tonträger Aufbewahrung
20269,10902090,10902000,Sonstiges Audio-Zubehör
20270,10902500,10900000,MP 3/Audio-Portable-Zubehör
20271,10902505,10902500,Taschen/Armbänder
20272,10902510,10902500,Lade/Netzadapter
20273,10902515,10902500,Akkus
20274,10902520,10902500,Verbindungs-Kabel
20275,10902525,10902500,Fernbedienungen
20276,10902530,10902500,Mikrofone
21368,10902532,10902500,FM-Transmitter
20277,10902535,10902500,Sonstiges MP 3-/Audio-Portable-Zubehör
20278,10903000,10900000,Sat- / Empfangstechnik-Zubehör
20279,10903005,10903000,Antennenmasten
20280,10903008,10903000,Montagezubehör
20281,10903010,10903000,Polarmounts
20282,10903015,10903000,Kunststoffdachziegel
20283,10903020,10903000,Antennenverstärker
21021,10903022,10903000,Antennenverteiler (aktiv)
21023,10903023,10903000,Antennenverteiler (passiv)
21024,10903024,10903000,Antennenabzweiger
20284,10903025,10903000,Antennenweichen
20285,10903027,10903000,Antennensteckdosen
21154,10903029,10903000,Antennenstecker und Adapter
20286,10903030,10903000,Sat.-Receiver-Nachrüstsätze
21847,10903040,10903000,CI-Module
20287,10903090,10903000,Sonstiges SAT-Zubehör
20293,10907000,10900000,Verbindungskabel / Adapter
20294,10907020,10907000,Audio-Verbindungskabel/Adapter
21025,10907025,10907000,Lautsprecherkabel
